Applicant,PermitLocation,locationdesc,operation_time
Two G's Catering,175 BARNEVELD AVE,9:05am-9:10am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Two G's Catering,1799 03RD ST,Set-up at 299 Illinois St: 6:00am-6:15am,"{'Thursday': ('06:00', '07:00'), 'Friday': ('06:00', '07:00'), 'Monday': ('06:00', '07:00'), 'Wednesday': ('06:00', '07:00'), 'Tuesday': ('06:00', '07:00')}"
Two G's Catering,201 BERRY ST,6:15am-6:45am,"{'Thursday': ('06:00', '07:00'), 'Friday': ('06:00', '07:00'), 'Monday': ('06:00', '07:00'), 'Wednesday': ('06:00', '07:00'), 'Tuesday': ('06:00', '07:00')}"
Two G's Catering,235 BERRY ST,"9:45am-9:55am, 11:45am-11:55am","{'Wednesday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00'), 'Monday': ('11:00', '12:00')}"
Two G's Catering,30 BEALE ST,Set-up at 16 Beale St: 7:05am-8:10am,"{'Tuesday': ('07:00', '09:00'), 'Friday': ('07:00', '09:00'), 'Thursday': ('07:00', '09:00'), 'Monday': ('07:00', '09:00'), 'Wednesday': ('07:00', '09:00')}"
Two G's Catering,409 ILLINOIS ST,10:25am-10:35am,"{'Sunday': ('10:00', '11:00'), 'Wednesday': ('10:00', '11:00'), 'Thursday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Saturday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00')}"
Two G's Catering,435 CHINA BASIN ST,9:45am-10:00am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Saturday': ('09:00', '10:00'), 'Sunday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Two G's Catering,516 TOWNSEND ST,8:45am-8:50am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Two G's Catering,555 MISSION ROCK ST,10:00am-10:15am,"{'Sunday': ('10:00', '11:00'), 'Wednesday': ('10:00', '11:00'), 'Thursday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Saturday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00')}"
Two G's Catering,599 08TH ST,12:15pm-1:10pm,"{'Wednesday': ('12:00', '14:00'), 'Monday': ('12:00', '14:00'), 'Tuesday': ('12:00', '14:00'), 'Thursday': ('12:00', '14:00'), 'Friday': ('12:00', '14:00')}"
Two G's Catering,71 WILLIAMS AVE,9:30am-9:40am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Two G's Catering,840 BRANNAN ST,8:05am-8:15am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Two G's Catering,945 BRYANT ST,8:00am-8:05am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Two G's Catering,950 BRYANT ST,8:30am-8:35am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Two G's Catering,975 INDIANA ST,8:40am-8:47am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Two G's Catering,Assessors Block 8720/Lot008,Set-up at 450 Terry Francois Blvd: 10:17am-10:30am,"{'Sunday': ('10:00', '11:00'), 'Wednesday': ('10:00', '11:00'), 'Thursday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Saturday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00')}"
"Viet Duong Co., Ltd.",1 BUSH ST,Located on the Sansome Street frontage approximately 58' from the street light near Bush Street,"{'Thursday': ('08:00', '17:00'), 'Tuesday': ('08:00', '17:00'), 'Wednesday': ('08:00', '17:00')}"
Wonder Philly,960 04TH ST,Push cart on west side of 4th St. approx. 180 ft south of Berry St.,"{'Tuesday': ('09:00', '17:00'), 'Wednesday': ('09:00', '17:00'), 'Monday': ('09:00', '17:00')}"
Wu Wei LLC dba MoBowl,253 DRUMM ST,10:30am-3:00pm,"{'Tuesday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00')}"
Wu Wei LLC dba MoBowl,370 DRUMM ST,Set-up at 10 Washington St: 10:00am-11:00pm,"{'Sunday': ('10:00', '23:00')}"
Wu Wei LLC dba MoBowl,500 HOWARD ST,10:30am-1:30pm,"{'Monday': ('10:00', '14:00'), 'Friday': ('10:00', '14:00')}"
Wu Wei LLC dba MoBowl,75 HOWARD ST,Set-up at 201 Steuart St: 10:30am-3:00pm,"{'Monday': ('10:00', '15:00'), 'Wednesday': ('10:00', '15:00')}"
Wu Wei LLC dba MoBowl,900 FRONT ST,Set-up at 49 Green St: 1030am-3:00pm,"{'Friday': ('10:00', '15:00')}"
Yummy Hot Dogs,945 MARKET ST,Push cart located 20 feet west of the pedestrian crosswalk,"{'Wednesday': ('10:00', '19:00'), 'Friday': ('10:00', '19:00'), 'Monday': ('10:00', '19:00')}"
Yummy Hot Dogs,954 MARKET ST,Push cart located on Market Street located 6' clearance away from the newspaper racks.,"{'Thursday': ('10:00', '19:00'), 'Tuesday': ('10:00', '19:00'), 'Saturday': ('10:00', '19:00')}"
